username,fullName,niches,hashtags_found,posts,avg_engagement,profile_url,example_post,likely_brand_acct
coralislandcasino,Coral Island Casino Blackpool,gambling,casino,1,0,https://www.instagram.com/coralislandcasino/,https://www.instagram.com/p/Da_PrPFD24f/,
lapointe4877,Audrey Lapointe,gambling,casino,1,0,https://www.instagram.com/lapointe4877/,https://www.instagram.com/p/Da_LN8GE_Zs/,
topps_sportscards,The Topp’s family sports cards,pokemon,cardbreaks,1,2,https://www.instagram.com/topps_sportscards/,https://www.instagram.com/p/Da6pzxhMDtf/,
ripenstein,Ripenstein,pokemon,cardbreaks,1,15,https://www.instagram.com/ripenstein/,https://www.instagram.com/p/Da8tt4xlgNw/,
kcjaycards,Jeremy,pokemon,cardbreaks,1,7,https://www.instagram.com/kcjaycards/,https://www.instagram.com/p/Da8tMsGR0ph/,
citylando,,pokemon,cardbreaks,1,6,https://www.instagram.com/citylando/,https://www.instagram.com/p/Da8eAeRCZuA/,
schwaynostalgia,Schway Nostalgia,pokemon,cardbreaks,1,49,https://www.instagram.com/schwaynostalgia/,https://www.instagram.com/p/Da8dSdZlUIK/,
stakks.app,Stakks • Sports Card Scanner,pokemon,cardbreaks,1,0,https://www.instagram.com/stakks.app/,https://www.instagram.com/p/Da8EBxTDoAV/,
raven.analytics,Raven Analytics,gambling,bettingtips,1,1,https://www.instagram.com/raven.analytics/,https://www.instagram.com/p/Da-6F9oIANv/,
oddsiqgg,OddsIQ,gambling,bettingtips,1,1,https://www.instagram.com/oddsiqgg/,https://www.instagram.com/p/Da-lDo_Ia-i/,
bobbybetbot,Bobbys Bets,gambling,bettingtips,1,2,https://www.instagram.com/bobbybetbot/,https://www.instagram.com/p/Da-hjYNKm9q/,
urubu76slots,Edson Fla,gambling,slots,1,1,https://www.instagram.com/urubu76slots/,https://www.instagram.com/p/Da-vQHmJ1e2/,
dhakamatro96,Dhaka matro96,gambling,onlinecasino,1,0,https://www.instagram.com/dhakamatro96/,https://www.instagram.com/p/Da7X8meOrdH/,
taziecompetitions,Tazie Competitions,gambling,bigwin,1,7,https://www.instagram.com/taziecompetitions/,https://www.instagram.com/p/Da-qqKuDNT1/,
jamesfinnigan11,James Finnigan,gambling,bigwin,1,0,https://www.instagram.com/jamesfinnigan11/,https://www.instagram.com/p/Da-pTVoETbC/,
bloomseyxo,kimmy bloomsey,gambling,bigwin,1,1,https://www.instagram.com/bloomseyxo/,https://www.instagram.com/p/Da-hJsbsJll/,
eleet_picks,ELEET,gambling,bigwin,1,0,https://www.instagram.com/eleet_picks/,https://www.instagram.com/p/Da-E2HTAeRc/,
darkcraftscz,𝖉𝖆𝖗𝖐 𝖈𝖗𝖆𝖋𝖙𝖘 🦇⚰️,brand,mysterypack,1,43,https://www.instagram.com/darkcraftscz/,https://www.instagram.com/p/Da3CzmwiGN4/,
rock.olive,Womens Resort & Day Wear,brand,mysterypack,1,1,https://www.instagram.com/rock.olive/,https://www.instagram.com/p/Daw56iPn9F9/,
joyfulblissboutiquellc,"Joyful Bliss Boutique, LLC",brand,mysterypack,1,1,https://www.instagram.com/joyfulblissboutiquellc/,https://www.instagram.com/p/DawPR_hlsa4/,
southtxtcg,South Texas TCG,pokemon,tcgcommunity,1,4,https://www.instagram.com/southtxtcg/,https://www.instagram.com/p/Da_XSgaE0Z7/,
ceromiedo.tcg,Cero Miedo TCG,pokemon,tcgcommunity,1,0,https://www.instagram.com/ceromiedo.tcg/,https://www.instagram.com/p/Da_VXM0gSpr/,
sew_knot_poke_cards,,pokemon,tcgcommunity,1,1,https://www.instagram.com/sew_knot_poke_cards/,https://www.instagram.com/p/Da_UhfJyAbP/,
statxbets,www.StatX.bet,gambling,sportsbetting,1,3,https://www.instagram.com/statxbets/,https://www.instagram.com/p/Da_Zn2DhLek/,
sosreport,SOS Report,gambling,sportsbetting,1,0,https://www.instagram.com/sosreport/,https://www.instagram.com/p/Da_X3ruPBlQ/,
nrfi_king_,,gambling,sportsbetting,1,0,https://www.instagram.com/nrfi_king_/,https://www.instagram.com/p/Da_T-j3gdHo/,
offshoresportsbookfact,Tony Peters,gambling,sportsbetting,1,0,https://www.instagram.com/offshoresportsbookfact/,https://www.instagram.com/p/Da_SonuAS7a/,
john.massa.o,John Massa,gambling,sportsbetting,1,1,https://www.instagram.com/john.massa.o/,https://www.instagram.com/p/Da_O6M1IeOx/,
betjeewin,betjeewin,gambling,bigwin,1,0,https://www.instagram.com/betjeewin/,https://www.instagram.com/p/Da9_j47lveM/,
athena168_offc,ATHENA168.OFFICIAL,gambling,bigwin,1,0,https://www.instagram.com/athena168_offc/,https://www.instagram.com/p/Da94atjzkqn/,
ma.chemicals,M.A Chemicals,gambling,bigwin,1,2,https://www.instagram.com/ma.chemicals/,https://www.instagram.com/p/Da9kGstj3Aj/,
bray.bucks,Braylon Dillahunt,gambling,bigwin,1,17,https://www.instagram.com/bray.bucks/,https://www.instagram.com/p/Da9Nt0OMsPN/,
angela.kuebler,Angela Kuebler,gambling,bigwin,1,14,https://www.instagram.com/angela.kuebler/,https://www.instagram.com/p/Da9EBx4FNaY/,
parkwestcasinocordova,Parkwest Casino Cordova,gambling,bigwin,1,6,https://www.instagram.com/parkwestcasinocordova/,https://www.instagram.com/p/Da8fcnbDKyJ/,
theonline.casino,TheOnline.Casino,gambling,onlinecasino,1,0,https://www.instagram.com/theonline.casino/,https://www.instagram.com/p/Da50oEFiB4q/,
nflsuperbowlbetting,Nflsuperbowlbetting,gambling,bettingtips,1,0,https://www.instagram.com/nflsuperbowlbetting/,https://www.instagram.com/p/Da-pSr0Gib5/,
horseracinghack,Horse Racing Hack,gambling,bettingtips,1,0,https://www.instagram.com/horseracinghack/,https://www.instagram.com/p/Da-X8ZHAPZT/,
tennis.tipping,Tennis tipping | sports betting,gambling,bettingtips,1,2,https://www.instagram.com/tennis.tipping/,https://www.instagram.com/p/Da-UIXBiB2f/,
followme_bets,FollowME,gambling,bettingtips,1,3,https://www.instagram.com/followme_bets/,https://www.instagram.com/p/Da-S0XECAn_/,
254betmaster,sure predictions,gambling,bettingtips,1,0,https://www.instagram.com/254betmaster/,https://www.instagram.com/p/Da-O77WiN_8/,
theformdesk.uk,The Form Desk,gambling,bettingtips,1,0,https://www.instagram.com/theformdesk.uk/,https://www.instagram.com/p/Da-JdXYjcGR/,
denislewis017,Denis lewis,gambling,bettingtips,1,-1,https://www.instagram.com/denislewis017/,https://www.instagram.com/p/Da-HNSGOOpf/,
signalodds,Signalodds,gambling,bettingtips,1,0,https://www.instagram.com/signalodds/,https://www.instagram.com/p/Da-FWmJFZBF/,
winsfromlossestv,Wins From Losses,gambling,sportsbetting,1,0,https://www.instagram.com/winsfromlossestv/,https://www.instagram.com/p/Da_NJA0vw6g/,
ds_trendfeed,DS TrendFeed,gambling,sportsbetting,1,0,https://www.instagram.com/ds_trendfeed/,https://www.instagram.com/p/Da_EzUcnNcw/,
edgebynumbers,EdgeByNumbers,gambling,sportsbetting,1,0,https://www.instagram.com/edgebynumbers/,https://www.instagram.com/p/Da_EPCRAQP7/,
prophecy_ai,prophecyai,gambling,sportsbetting,1,0,https://www.instagram.com/prophecy_ai/,https://www.instagram.com/p/Da_DnWumRch/,
diegozepeda9,Diego Zepeda,gambling,sportsbetting,1,8,https://www.instagram.com/diegozepeda9/,https://www.instagram.com/p/Da_CrUClm8i/,
mordonsa,Tavernier,gambling,bigwin,1,0,https://www.instagram.com/mordonsa/,https://www.instagram.com/p/Da9WzF3NTFe/,
sunulotto,Sunu  Lotto,gambling,bigwin,1,1,https://www.instagram.com/sunulotto/,https://www.instagram.com/p/Da79f9sFgnu/,
ipohunt.in,IPO HUNT,gambling,bigwin,1,0,https://www.instagram.com/ipohunt.in/,https://www.instagram.com/p/Da7gEfJn08C/,
bec_casey_sports_photography,Bec Casey Sports Photography,gambling,bigwin,1,387,https://www.instagram.com/bec_casey_sports_photography/,https://www.instagram.com/p/Da7NA7bCfP_/,
count_drawula,COUNT DRAWULA,gambling,bigwin,1,1,https://www.instagram.com/count_drawula/,https://www.instagram.com/p/Da6v4DlsuzW/,
bestbetpoker,bestbet,gambling,bigwin,1,54,https://www.instagram.com/bestbetpoker/,https://www.instagram.com/p/Da6gjs_l29G/,
rosevillepony,Roseville PONY baseball,gambling,bigwin,1,18,https://www.instagram.com/rosevillepony/,https://www.instagram.com/p/Da6eEy5H2S8/,
the_melissabrowngroup,The Melissa Brown Group,gambling,bigwin,1,9,https://www.instagram.com/the_melissabrowngroup/,https://www.instagram.com/p/Da6Up-PRKSO/,
12inchplayer,,gambling,casino,1,7,https://www.instagram.com/12inchplayer/,https://www.instagram.com/p/Da_MHFfNjF8/,
cukrarinka_,Cukrařinka 🍰,gambling,casino,1,14,https://www.instagram.com/cukrarinka_/,https://www.instagram.com/p/Da_JXY-iDG7/,
wiseguys.inc,WiseGuys.inc,gambling,casino,1,191,https://www.instagram.com/wiseguys.inc/,https://www.instagram.com/p/Da_HOsSvugd/,
goddessofslots,Goddess of Slots,gambling,casino,1,41,https://www.instagram.com/goddessofslots/,https://www.instagram.com/p/Da_GKawxWaR/,
theclubhousecasino,The Clubhouse Casino,gambling,onlinecasino,1,51,https://www.instagram.com/theclubhousecasino/,https://www.instagram.com/p/Da4vIn7H8-h/,
igamingnewstoday,iGaming News Today,gambling,onlinecasino,1,0,https://www.instagram.com/igamingnewstoday/,https://www.instagram.com/p/Da4hhYskR8N/,
